Name,Count
DARYANI,130
PICKEL,2673
JUANES,259
POTTEBAUM,590
PERICO,198
SLAY,4075
RABARA,430
TUROSKI,169
BEHRNS,382
FERNSTROM,332
BURGGRAAF,138
STESSMAN,181
KRISTOFFERSON,177
BRANDIMORE,104
NUSTAD,151
WOLF,70031
FATHAUER,177
STATELER,228
LAMARTINIERE,206
MEISER,1565
RUBY,9091
KUKACKA,130
PISCH,117
DENGER,263
PALAZZOTTO,151
KREUN,211
KISSIAR,103
ALANA,300
DIVINCENZO,1133
ROYCHOWDHURY,239
SCHANDER,171
LOLLI,459
LEMIER,171
SIGRAH,283
EKO,109
BUGOS,276
MOORS,1164
BRYSKI,162
SANFT,373
OBASUYI,155
AHINA,127
LILLIG,210
FLIKKEMA,258
TREFZGER,163
BUTI,222
GORRELL,3309
LIZ,926
LIVINGSTON,42103
MEHMERT,108
SARANTIS,142
FUEHRER,772
KEIME,119
MORBY,282
PAYUMO,353
ORTADO,146
DIFFER,107
PICHARD,108
SKEITH,136
GOLLON,226
BESANCON,510
SANVICENTE,256
VALENTICH,124
CRUZVAZQUEZ,132
SMIRNOVA,293
ELSON,3126
BIALKO,140
SITZMAN,982
LAGROON,101
FELICIA,323
GOLTER,206
BERNARD,38512
BURELL,614
PIZZINO,471
FORESTA,518
TOLSTON,219
NUCI,157
SAMMAN,347
SICKS,180
TESI,241
BOHANNAN,1839
KIRKMAN,6197
NARUP,172
NORTHWOOD,135
LAB,411
CHOLETTE,187
LUMER,107
GRUMAN,353
VELDT,104
SAINTAMOUR,161
BARTELT,2254
FILLYAW,366
SIRIA,165
FRAGOSA,258
LONGSOLDIER,113
ROXAS,1706
FELBINGER,144
VANAMERONGEN,188
SCHULTS,257
DANZEY,386
TALLAS,131
ZEPETA,106
VALET,218
POULLARD,663
DOWL,199
COBARRUBIA,271
MCASKILL,330
SIMONOVIC,106
LITHERLAND,820
MOMIN,2935
WHERRY,2149
BURKIN,188
LOMELY,143
DEAVILLE,259
HALLISY,154
WYSOCKI,4758
FOGLIETTA,178
HANNAM,495
BARQUIN,451
GARCED,288
DETTMAR,133
GUIANG,388
MENDIA,560
LINDBO,246
BORDMAN,148
CROZE,109
FRANCIS,78327
PONCHO,366
ARRIERO,134
UEBELHOER,123
VENJOHN,124
YEZAK,130
FORRESTAL,315
GRIM,7418
BOVARD,783
GOODGION,293
DARIUS,831
SUFFOLETTO,140
TULCHINSKY,203
MOLTZAN,193
CHRISTOFORO,146
ALREAD,137
FERRI,3059
BOVIAN,108
SPARE,500
BLACH,265
SUNWOO,259
BERKSTRESSER,406
NECHANICKY,104
BIGOTT,154
FASHING,122
FAN,8441
DOWNEY,26627
MANNINGS,653
TEH,611
AKIU,115
GRUNSETH,113
DAR,1087
SCHILD,1686
ROSENE,658
PLAFCAN,197
ARIAS,57477
MORAWSKI,938
YOUNK,276
NAIL,7133
DEVAUX,713
SISTA,174
KEINER,438
ELAVSKY,137
BLOSSOM,1852
RESKE,398
MARQUET,244
ABRAMCHUK,103
HERRON,26559
TIEDTKE,182
KENITZER,186
TOLOSA,758
SCHAER,778
CAREN,197
STELLWAG,203
YOUTSEY,628
YEOM,352
BLAUCH,341
GLASSE,104
DILLAHUNT,581
TRITTIN,135
HARTIG,1805
CAMMILLERI,297
LOESING,170
MUENNICH,102
WOODILL,159
ZEMBRZUSKI,162
TENNERY,176
BHATTARAI,1284
OSTREICHER,463
IAMES,133
AGRESTO,153
GARAN,196
NIKIEL,122
WOLOWITZ,118
LACARRA,115
KAZA,419
OBERDING,191
ARAYATA,132
MICALETTI,145
SHAMEEM,129
VELEK,107
VULCAN,123
BAASKE,142
ARABIA,493
ASTETE,155
ALEE,146
STENBECK,108
STEIMLE,760
WEEMS,10231
SISKEY,151
ULLOA,13133
KULLEN,115
WOLOSZ,166
DANSBY,3019
PARNIN,163
KATEN,450
MARQUES,7520
MAJOK,214
HEBROCK,117
PHANOR,425
LYDDY,100
BENSHOOF,539
REDROW,144
MONTEFALCON,132
NELLE,247
BELTRANO,137
SAFRIN,104
HEADS,290
MARCIAS,153
SANDONATO,192
PHIFFER,232
DAMEN,210
GOSTON,343
PERRETTI,329
QUISTIAN,283
SOOD,1846
REMLINGER,534
SHAMBLEY,428
KERZNER,395
NAGIN,219
VANDOR,102
NICKOLS,1361
GUILTNER,109
ROZENBOOM,214
JUCKETT,416
BIDEN,159
SHORTNACY,247
WACHOWSKI,678
BORDEWICK,129
GLOE,365
ORAHA,541
FRIESTH,107
POTHIER,1239
ESS,523
NICKUM,336
FONDELL,137
SHAKIN,111
STEENBERGEN,634
BEHRINGER,1351
AUSTERMANN,159
HEGLER,704
KILBANE,1007
SKIDGELL,101
PAPAN,103
ROTCHFORD,306
STRAUSBURG,151
WALKENBACH,139
FIGUERA,540
LOECHNER,148
EMMERS,135
KRATSAS,163
STEGEMEYER,102
BONACQUISTI,199
STRUB,1308
PAONESSA,816
BECKERS,514
NOOR,2555
PUNCH,1371
PORTELLI,616
ES,180
POFAHL,407
BUSSIAN,187
NAMAHOE,107
STEFANIUK,109
RAJEEV,153
LAUGHTON,1031
GALINIS,270
PONA,195
DELBERT,321
TOEVS,196
MONESMITH,159
SCHWEMER,129
OSNAYA,256
KIRCHMEYER,201
TUCHALSKI,107
BIRTCHER,301
NEILAN,569
CLEMO,380
PANITZ,169
SANKARI,129
CADET,4607
TIETGE,123
QADIR,703
KIENE,356
AULETTO,140
SHIMAMURA,205
BAIRE,239
REDEMANN,135
REPPUCCI,467
DAWSEY,1013
LAVILLE,178
SCHENEWERK,186
KRIEGLER,228
VANNESTE,322
DERIEG,109
FLAK,278
MANNERS,2164
BELLEGARDE,344
HONGSERMEIER,125
CANTILLON,217
SHIREK,169
ROZENTAL,120
HIRSHON,120
DURNIL,418
MENNER,257
STUFFLE,263
VASSALLO,3205
BETSEY,193
SCHRECKENGOST,986
DESLOGE,156
DONGRE,128
GORTAREZ,224
VANDI,125
KONCZAL,464
ASMELASH,121
RONNEBAUM,442
PESINA,2662
ETHAN,121
BHAKTA,3359
HOEFERT,385
ISZARD,134
GUMZ,489
ENE,344
BAHENA,9983
TURCZYNSKI,174
MEADOR,10292
ALDERFER,1168
SHORE,10130
OSTRIN,136
MCGONAGLE,2647
BERTAGNOLE,144
BREILING,183
PANCOAST,1215
BOEKE,647
VANSTAVERN,155
SEISS,294
CREASY,3506
BRABSTON,151
MAYANS,162
GRAMSE,253
LEONIDES,466
SCIARAPPA,285
LIPKINS,287
DEVOGEL,129
GLASOE,147
DEBUSSCHERE,211
ROYBALL,102
OSOSKIE,101
BAYDA,112
ROUTHIEAUX,116
BAAK,122
DANELL,174
LJUNGGREN,183
DOLGIN,374
BRENNON,256
SIEVING,236
WEATHERBY,2533
POHLAND,144
LUTA,172
BLUMENTHAL,3673
GAMESTER,108
SALSTROM,204
DILAURO,636
GROOME,882
VICTORES,265
MEINERDING,139
HOUSH,797
PILAT,991
SCANNELLA,154
NANNEN,232
SANTELLI,1469
SCHAAN,377
SPERA,1534
DUSENBURY,570
MAIDANA,101
ELKUS,129
KOHNKE,726
VERCAMMEN,155
ISHIZUKA,204
PEPITO,435
ALBRECHT,17581
MALCUIT,237
RATTLEY,203
SCHLUPP,214
FERNANDES,18018
VALENTINA,122
AGUERRE,179
TSYMBALYUK,119
MORITZ,6216
POBLADOR,113
VENDRYES,130
HURTZ,178
MATURI,267
HADY,333
HAGERT,315
KOLTS,140
REMPERT,164
KREIDERMACHER,155
LAURIELLO,139
PRETTYMAN,1930
SMITKA,162
HOUSENGA,164
SPADAFORA,1300
AMERIO,175
MIROCHNIK,116
DENYES,108
MENDEZMORALES,103
HESSER,1773
GUNDA,340
CRISTALES,599
RADI,538
REGEHR,486
GAITOR,327
TENNYSON,4110
PRIFTI,515
SCHULLE,184
MARCELLA,1024
DEBENPORT,126
ARIZMENDIZ,135
KARKI,1360
WAYMENT,579
EISENSTADT,358
PERFECTO,631
PREUDHOMME,195
SONTAY,469
TINKLENBERG,344
MONTIETH,428
KUHNEL,339
LAMBRAKIS,103
TEOFILO,423
POLLO,222
VAVRINA,173
BRANDENBURG,9624
SEIER,474
SCHUPAK,106
ZEDAKER,210
BIRNIE,518
LICCIONE,140
MEDITZ,407
HEMENEZ,235
PELLECHIO,152
KOERWITZ,108
LISSY,272
INSEL,209
STRYFFELER,207
MAKIE,109
LUCZYNSKI,400
CIKA,132
PASSE,465
SPARMAN,146
SMERUD,163
MITRA,1958
BEJAN,160
GARD,4729
BOUFFORD,231
MEZERA,526
ZUMWALDE,149
CORDONES,145
KRONBACH,100
KOBELT,151
CORMAN,2058
GASSLER,252
ORBEN,166
HOSKEN,211
RUSE,859
STALLS,629
WARLITNER,106
TUCHEK,166
LAUDERBAUGH,481
LEBLUE,245
AUSBORNE,147
KLABER,238
SHANTIE,112
NORDGREN,939
PLATTER,798
MIKSIS,122
THEAD,102
DANKS,1465
INFANTOLINO,132
SCHMITTINGER,151
WITTEMAN,342
DORO,486
KOPERA,423
SUMSTAD,102
KALL,591
LOUTHER,146
BRAKEVILLE,102
TADINA,115
ANDRIOT,121
WINGERS,107
MASTROGIACOMO,379
LESON,131
NOTTESTAD,159
PRYKE,101
HERBAUGH,240
CHISHOLM,12503
BEKKERING,159
NICANOR,540
RAMSHAW,249
ARENS,3060
HOUFEK,309
BUSATH,148
HANEBUTH,105
TRUSHEIM,105
PENNER,5349
WOOLFORD,1881
KORSON,564
NOHARA,208
TAMARIZ,440
BOVIER,112
VOCK,284
LIEBL,1050
MOGCK,251
SHABEL,164
BEY,5453
KMET,328
STINEDURF,173
VANDEWALKER,456
BLOHM,2047
PITTSER,319
HYDRICK,636
MCGLATHERY,274
EBSEN,326
JEZEK,618
SEMEDO,527
KON,826
LAIDLAW,1858
HAJDAREVIC,192
KALYANARAMAN,150
KONIGSBERG,458
FRANCINI,213
GRONBACH,261
DERENBERGER,137
GEFFE,143
WHITEFOOT,337
GABB,362
GRUNWALD,2356
LAUERMANN,141
BEEKEN,145
HASSMANN,134
MISHOE,1158
TILUS,197
ASCHE,1137
BARTICK,137
HEUSEL,260
SKOVRAN,187
GALLIPEAU,283
HEUN,781
WEYBURN,112
SYMMS,148
DUBBERLY,699
MALOY,5068
RYNARD,256
SEABOLDT,151
CASEBIER,493
DUNICAN,141
MILHAUPT,115
LABATT,176
WOOTAN,542
SIROLLI,112
CORRIPIO,109
REYOME,254
HOSETH,121
CUNNINGHAM,135718
FABIS,147
KOMIS,175
VIETZKE,172
ECHEVARRIA,9777
MARCOTRIGIANO,135
MEGARGEL,154
SCAFFIDI,730
HAASE,8904
LOMMEL,296
BEURY,198
FANGONILO,118
BLINKHORN,234
FLERI,110
FLOWERS,57549
TOEDT,114
BRUSKY,451
FAUNDEZ,116
ZINGERMAN,126
CIRCELLO,124
CALZADILLAS,470
BELLINA,540
FEASER,253
KUBER,148
MANDALA,588
DEGROOD,163
GOODALL,5193
PARRETT,3703
YEATON,1198
TEBBS,582
DELLAVECCHIA,658
LINDENBAUM,564
PLUSH,506
HELENTHAL,102
CORA,1970
FOUQUET,325
RIGLEY,401
MAZAS,185
FOYER,148
NUDI,198
MCLINN,420
MOGLIA,480
SODOWSKY,129
DENHARD,117
WOBSCHALL,254
LARZELERE,409
MISCIOSCIA,118
KARTMAN,232
ATTISHA,231
MAJKUT,317
CUPKA,167
TASHCHYAN,179
ROWDEN,3202
LIMBECK,223
BIVER,177
BILLSTEIN,105
MASCHI,148
VINYARD,2534
GERSTENBERG,242
SWITSER,126
DELONEY,1942
BAYHAM,213
SUSTER,191
SCIOLI,406
BIBENS,192
VANRYSWYK,234
SCHUEMANN,188
CREGIER,104
POMILIO,107
NUBILE,103
BOWZER,144
BRITOS,226
GIRMAY,286
RADES,141
KYEI,254
CZERNEK,120
EDGEL,160
AKRAM,1391
SANTOSRODRIGUE,112
LUKOVIC,148
LIPHARDT,101
HILSE,149
MAMER,264
MADRAY,382
BARTHOLF,325
HALLS,1814
DIOGO,320
GUILLIAM,250
FRANA,394
RIDGES,397
WOELLNER,104
REMI,104
PUK,252
WILTBERGER,176
VASSAR,3126
TANKESLEY,128
MEJER,124
SLEVIN,1240
SHIBATA,1244
GLAZER,3361
ABDELMESSIH,232
ELAD,107
HILVERDING,100
SLOMAN,538
ORD,1029
PORTALE,200
WEIDLER,1097
HENSKE,157
BURDETT,3868
RACZYNSKI,440
AFLALO,101
COLAMARINO,240
VALCOURT,1145
FINOCHIO,158
DUBLINSKI,115
MENEELY,618
DUNNIVAN,135
COULTHURST,202
GORYL,271
MINGRONE,152
KOSTELIC,109
WILGA,232
NIKODEM,272
BLINCOE,634
BELASCO,748
WENTZ,8376
DOWTIN,385
MADRAK,177
MENASHE,282
BONING,106
ATIYEH,468
NUNO,6506
MAWHORTER,229
LIZOTTE,3002
LANI,336
LASPRILLA,115
BLANCHAR,108
LOEN,209
VIGNERY,118
ARKANSAS,201
SURATT,329
BIANCANIELLO,265
GACKSTETTER,185
KLECZKOWSKI,142
ABOUNADER,177
ELIOPULOS,171
WISWELL,885
VANSWOL,237
TERESHKO,102
HOEKSEMA,824
TRINADAD,102
DANSO,499
ARIK,119
GLAVAN,593
BISSELL,5039
VAZGUEZ,346
SUMNERS,856
DEAGLE,218
KARLHEIM,100
COSTLEY,1841
HARDELL,139
ESCAMILLA,20958
BALKA,263
LEELAND,165
SONGE,169
SULLENGER,852
DAIELLO,262
WESTENHAVER,231
MCKIBBIN,914
TIESI,153
SCHOVANEC,184
VIRGINIA,426
YNZUNZA,119
MARZORATI,105
LATTERELL,427
MAGDICH,136
FECH,153
BYOUS,302
HAYENGA,350
SHUNKWILER,183
OUEDRAOGO,503
LABBE,4294
CHAFER,140
BENTZEL,373
SCARTON,146
MARCHELLETTA,145
HERBEST,122
SALZANO,785
GILBOY,553
BALDIE,122
LORIGAN,280
ALLGIER,254
WENNERHOLM,101
GODBEHERE,241
PARILLO,908
SUDDERTH,1045
OSMA,111
MASCHMEIER,208
PODEWILS,103
BENOLKIN,105
PENDREY,114
MUTHARD,156
RUTKIN,173
RAMADAN,1724
BAYLIN,176
KINGSBOROUGH,258
RUFFELL,289
STAINBACK,864
MANFRED,436
OUYANG,1968
MELEWSKI,120
BRANDHORST,459
BANTNER,110
FORKS,159
THEAL,150
SOULLIER,105
GOTHIER,155
BUSSING,645
KRUPOWICZ,106
DOZE,218
BIRKEL,537
LECHIEN,145
BOQUIN,194
GHODS,169
HERSCHLER,180
MUEHLBAUER,804
RICKELL,101
SCIORE,107
PLUMRIDGE,120
LARUE,11757
DROLET,1041
NASTASE,351
LIPP,3096
KEARSEY,104
JUFFER,128
ZALIS,205
MOUGH,115
DEMETRIUS,511
MONDO,392
REDDOUT,172
BUSACCO,101
VERRA,185
DRYLIE,232
NEGATU,142
TAHMASIAN,284
VERFURTH,125
SIGERS,328
WERMELING,110
COGNETTA,166
MORDEN,962
VERME,121
DEARMAN,4030
HANNUM,2358
GANGADEEN,126
WIDMEYER,298
BAVUSO,254
LAPERNA,134
ADANK,270
DALLUM,142
ELSING,385
SEUFFERT,216
GHATTAS,709
DURAISAMY,125
BASCOMBE,453
HUCKER,333
BOWEY,163
WALLPE,185
MONRAD,149
LITCHKO,118
RIOSSANCHEZ,133
MANTLO,207
WARBLE,315
BENALCAZAR,229
LAUTENBACH,475
GUNDEL,370
CHAPUIS,213
GOLCHIN,111
KASTENS,441
DEAKYNE,261
WUENSCHE,215
PAWELSKI,543
RECEVEUR,220
LEBAHN,206
BILLSTROM,119
MURRY,10140
ERDELYI,312
BODFISH,198
AKTHER,895
YABES,264
INGEMAN,133
RAMJEET,108
KAEMPFER,225
NISH,462
PIECE,120
EHA,119
TRADER,3525
OLLAR,477
RINGUETTE,480
ZILLMANN,100
RUNION,3154
PUFFENBARGER,701
LAFAURIE,148
SOUSSAN,134
HINCKS,395
FECHO,153
NUELLE,226
MUNDRICK,160
TEGAN,147
GJIKA,129
LIMBAUGH,1527
SIENG,403
MARAIA,209
DOLENCE,363
GOETHE,704
CIRBUS,115
BLOWE,788
YURKO,818
FREYE,229
HAUF,776
HERRIS,121
MUASAU,165
BRIGGINS,282
GUCKIN,197
ELSMORE,359
GERSTEN,484
CAROSELLO,133
BELLACE,107
SUSTAR,223
CONS,312
BRESS,344
CHALLMAN,157
WEINER,14208
HEADWORTH,105
PISH,176
LIBER,298
RYCROFT,334
DRAZBA,142
GREENSLIT,180
MOSCHELL,136
DEMINICO,174
REICHWALD,168
INDUKURI,148
MCQUIN,187
SIRKIN,382
DENOMME,457
KAULAITY,183
MARDIGIAN,121
HENREY,186
LOYED,210
COWL,120
CAGNEY,658
KADET,112
RIFFEL,1617
MANDES,339
ETZLER,900
NICK,3590
MUZAFFAR,272
BIELEC,270
PALMINTERI,259
GOSTANIAN,128
GAFNER,273
BUONANNO,531
SAGER,10541
WOODIN,1300
WIEMER,863
SIENS,159
NEWBORG,129
GAMBRELL,5190
REIGHLEY,152
YORTY,321
GLISCZINSKI,156
GAUNTLETT,389
NISTAL,140
GAVILANEZ,208
ALEY,559
HAINLINE,1127
KOSANOVICH,401
COMMET,130
LURKER,152
GLISSMAN,151
KANIHO,174
BRUTTO,312
LOVICK,824
FAUCI,510
SIMUNDSON,105
DRELL,155
SCHLITZER,185
CICCARELLI,2050
MILBANK,117
WIGGETT,174
SINGLETON,54621
SERI,269
TENUTA,566
ZAFFT,148
JORRIN,192
MIRAFLOR,247
GLIGOR,123
BURTCHAELL,122
ZAKIN,125
LATOURETTE,583
RENNE,902
BOHMS,208
NOMAN,360
SHOL,108
GORANSON,922
BLOEMKER,444
ROCKMORE,591
STEARS,492
VITOLO,802
RUBAL,249
MORSELL,243
CARROZZA,1101
VARRATO,175
DECKER,56576
DUCKWALL,412
VOHRA,1247
MCHAZLETT,107
SAGLIMBENI,201
DEMENT,4376
KHATIWODA,187
MORRISSON,338
LITZAU,454
STUFFEL,107
DAMITIO,138
ARROYO,50614
ANGERSTEIN,198
OGBE,128
KYLE,18721
BUHMANN,224
BEARDON,158
ATOCHE,104
SOLOMAN,1717
AXT,634
MARCHA,156
CENIZAL,105
MLADENOVIC,262
PASMORE,171
KENNEL,938
HAVERLOCK,218
STICKFORT,113
JAGTIANI,168
PENDER,6340
KURPIEWSKI,330
PIM,251
ANUSZKIEWICZ,190
CIANCIOLO,924
RENTFRO,642
TARBY,310
LECHUGA,5221
KRAVITZ,2938
MARFO,242
FILBECK,344
MONZON,6151
BLOSSER,4167
CHEATER,171
BEXELL,118
BENGEL,586
VARHOLA,202
LEPIZ,177
GLASSMAKER,110
LAMBERSON,2692
MEALOR,466
DUHAN,194
TYREE,9613
BIALECKI,548
SATTAR,958
BATTISON,132
BROERE,119
VANCOTT,612
MARRUFFO,439
REDE,450
DURBORAW,127
SIGLAR,155
CHESSER,5675
IRONCLOUD,202
MANIVONG,646
TAFUA,146
COUFAL,849
MANWARING,1526
MORICAL,137
SIGAFOOS,469
ZEINSTRA,113
SCIBA,299
SCHUM,718
TAKLA,273
SCHLAUD,287
HELZER,1491
OKEZIE,147
ROEHRS,440
IRESON,363
DELUCIA,3762
CARNIGLIA,129
ROWATT,101
RITCHART,124
STEINBECKER,117
VILAYVANH,135
HOUGLAND,607
ETTS,134
SCHUETTER,261
MAILAND,277
ROTHMUND,128
KEAMS,268
KESEL,379
SPICKLER,766
WOLFARD,200
KEITHLINE,199
NICKLAY,221
PERALTA,36585
MUSZYNSKI,1345
SORACE,313
DIMODICA,309
TOUSLEY,748
GRILL,3246
DOUROS,274
VANKOMEN,214
POLITZ,385
VIE,207
KUENZER,134
BUERGER,1310
TOLLMAN,175
TACKMAN,263
HOGEN,342
SALLE,494
ZIV,329
RESUELLO,129
CHARNY,158
DADLANI,301
STORTZ,953
PEREZVELAZQUEZ,114
KARSTENSEN,107
RIGGSBY,291
FRATIANNI,151
GEIL,1301
PLYMATE,118
DORA,1054
TEGELS,135
CERINI,301
COLEGATE,138
GWEN,189
OBROCHTA,576
MALLER,579
HEIMBERGER,470
GOMILLION,1000
BALAM,432
COMADURAN,121
WILLIM,128
BENCHLEY,182
COLBURN,10005
MADEWELL,1738
NASSEF,136
PHEANIS,145
RADION,121
AGOSTA,1201
FULDA,209
RETIC,122
KUHARSKI,198
MUMY,118
TURNBLOM,155
AMICI,341
DRANCHAK,115
LANDCASTER,135
NAGELBERG,167
WEIDEL,370
LEWKO,204
KHOURI,1173
SKIERA,192
VASHI,370
ITANO,106
MITTLER,464
MICKS,277
CASSADY,4519
VIAS,187
LOUCHART,212
GROTHOUSE,152
VERSAILLES,168
JIMINIAN,460
ANDRUS,10197
GONTERMAN,529
NOCK,2191
GARBINSKI,133
FAZZIO,736
DALMACIO,257
KOFFLER,868
VADNEY,400
ALGHAZALI,289
KONOSKE,103
STANDRING,385
SHAUCK,108
CASSELLA,1491
MARKEE,830
KLITZING,162
DESSUS,120
CRITTLE,282
PAGENKOPF,442
KORSTAD,153
GADSON,5291
MATCHIE,107
MARICLE,1360
DEMES,237
BERGLES,148
OSTROFF,889
BERTALOT,147
LASYONE,321
LANDOLFI,808
ABUNDES,364
FANION,236
LIESE,425
FEREGRINO,389
ZACHMAN,842
LIEBERMANN,332
CHEVRES,143
VANHOLLEBEKE,196
YASEEN,369
NABI,738
BAWCUM,246
RIGEL,610
AMBERSLEY,142
KASHMIRI,117
GUL,921
NORAN,107
ARAVJO,236
CHRISINGER,164
MCAROY,142
SOUKSAVATH,137
MCOY,120
RUUSKA,163
BERNADEAU,132
PLONSKY,192
ZAENGLEIN,125
ISBERG,250
POOCH,111
SARASUA,133
GRISOLIA,193
HELKE,337
BRADKE,108
TISA,193
AZARIAN,471
CHABLE,340
MOROSO,107
LISKOW,101
HYUN,2262
PARKS,88586
FRIDLEY,2367
HOWEN,362
MUTE,104
GARBRECHT,207
WITHERBY,137
MINFORD,106
GREIFE,114
MONROIG,450
HANDSAKER,285
HELENA,380
GURNANI,165
DELAVAN,389
HECTOR,4387
JUNOR,171
GORBENKO,126
LARRIVIERE,163
VOELS,127
JERNAGAN,116
HULSHIZER,196
ORREGO,869
COCOLAN,140
ARDERY,230
FYNN,143
KRUZE,121
ILLIG,969
HILD,1779
DENNERLEIN,144
POLSELLI,288
PANFILE,149
GIUFFRA,107
PIATEK,906
DOR,766
SINSLEY,122
LEMCKE,667
TULOWITZKI,102
MORBECK,100
ROMAYA,131
AYVAZYAN,362
PHILBERT,570
WELLONS,1270
OLAYO,530
BUDZYN,254
LANTGEN,126
STOCKFISCH,136
CABEL,263
LEITH,2448
THREATS,734
ERBES,628
ALOMIA,174
FEIERTAG,271
MANKOFF,195
STAWIARSKI,147
BOHLEN,1692
STATILE,126
SUELLENTROP,181
LAPHAM,2447
DIGIOVINE,193
SPANIEL,262
WEGLOWSKI,103
BRUHA,382
GURSKI,718
SETTLEMIRE,607
SHIRVANIAN,230
BAJWA,1990
PARUOLO,131
BEGER,352
MILLISER,180
BREUNIG,1543
VERBURG,990
TRYBULSKI,109
ALSAKER,182
MORTAN,112
SARKODIE,154
SAINIO,105
DIFUNTORUM,144
RYZNAR,169
EAGLESTON,226
AMIGH,110
MADI,378
GAUZE,247
SULZEN,166
ZAVALETA,3036
MESIMER,178
AGUILLA,126
NASHAWATY,129
CORONA,41553
THUO,166
MCKLVEEN,198
DINARO,110
PINGUL,181
NIU,1372
VANDERBERG,701
THORP,6067
ZINNI,461
VONLEHMDEN,121
RIEDEN,116
WATTIER,354
ZELDIN,404
MENCHAVEZ,131
MILEHAM,460
HOLLAS,278
ENCKE,117
YERBICH,107
VERWAYNE,107
LONETTI,117
BJORKE,118
SMEDSRUD,164
CORCUERA,383
VALDIVIESO,1483
HABEEB,863
RUNSER,313
LITZLER,179
BOTTEMILLER,212
MOUX,118
ENZ,829
ERMER,432
MURINO,179
WALTS,688
MUHLHAUSER,263
BARRIA,216
MCCLARREN,404
COUTS,1067
PASTOOR,248
KOPPA,332
CREMEN,171
STROMINGER,183
BERTONI,846
KENION,348
FINLAN,313
SEYS,202
LISKE,645
SIMILA,242
CIENEGA,266
FURFARI,150
RAYMAKER,181
RETTMANN,220
CORNACCHIO,247
DIRESTA,210
KRAIZA,109
PEASANT,149
KAYNE,472
OHALLORAN,3289
KUMA,198
TAPIO,304
RAHE,1587
BRONDER,418
SLOVACEK,405
HOLSTEN,982
MACKENZIE,13733
DESART,237
SEMBLY,112
TAULE,107
NANNEY,2279
BIRCHMORE,222
MONTEIL,202
FORTENBERRY,6589
BREEGLE,128
BOXRUD,119
MEZEI,359
AUWAE,137
GUTKIN,387
PREO,107
POHLE,677
MARKOSYAN,218
TRAUSCH,643
ALESSANDRO,853
SILBA,472
KNEZEK,185
RAISLER,111
SIMMERS,2497
MOMCILOVIC,100
HENNY,319
DAVTIAN,170
BALOUCH,107
WYKERT,180
LALUMONDIER,100
KAFEL,241
GRIFFEY,3035
BUCKWAY,229
BLYTH,907
PIROZZOLO,109
NASHER,236
GERSH,470
SAVOYE,123
BELLVILLE,737
KLOSTER,1474
DARGATZ,195
PIERRET,307
DEBRUIN,1601
CATCHES,107
SILVEOUS,120
GABRIELS,109
EAKLES,123
PETCU,128
ESCHWEILER,231
SEGRUE,119
MEIER,25486
HILDENBRAND,903
BERNIARD,132
MATLEY,296
PIETY,261
PLATT,18022
GIAMBRA,541
TENEMAZA,165
FLITTNER,148
KEEMER,155
HEA,152
BAZAZ,128
VRADENBURG,379
JARROTT,113
MELLENCAMP,233
BERGEN,6074
SANPHY,102
STROMLEY,118
MILBRANDT,991
HAFTL,115
NULLE,172
BECIREVIC,159
SCHULTES,716
SAVAS,678
BEESON,6952
WIDDOES,216
RESTAD,258
MANZONI,263
DAGON,251
HILSABECK,692
MUSACHIA,102
BOUVIER,1787
KUCHYNKA,120
GEOGHAGAN,258
RUSCOE,297
SOCKMAN,164
ORMAZA,145
GRIP,231
HALLISEY,757
BARTHELS,254
CANISALES,122
HAZELETT,794
SHAGER,123
HOLTERMAN,240
RUDEL,289
RYCHEL,121
LAHTI,1738
GURGANIOUS,460
BURLEYSON,186
STARKEN,105
MUINA,127
GREBE,1267
OBLEA,348
WHYTE,7701
JENISON,606
SETTERGREN,208
DENNER,1045
ROODHOUSE,116
DIOSES,131
MERY,376
ALLGIRE,212
HALBERSTAM,734
AXFORD,608
PEASON,120
HELPS,131
MERCARDO,182
SAVALZA,128
STEIBEL,156
GOOSEN,430
SAENA,100
CIBOTTI,138
HERTZER,114
MAISH,479
FALKENBERG,1028
NOVISKI,105
KUBISTA,324
YENNEY,173
ZISKIN,262
BRITZIUS,101
STORTO,231
MARZ,909
AGATE,395
PASOWICZ,159
FRANCESCHI,1243
COSTILL,114
BONOLA,372
YUHAS,2461
DERASMO,516
WOOLINGTON,147
KRAMPERT,143
PESIN,150
VANDERVORST,178
SIBBLE,227
SIPICH,117
NITECKI,111
NAISMITH,276
TOALSON,320
LEYK,124
MATTU,261
CURLESS,910
CONGI,102
DIMOV,511
LENDT,138
MCANANEY,130
ROBEL,788
LANGSAM,563
DAVITZ,159
KEEYS,106
TOMSHACK,113
ACOBA,718
OCHSNER,1803
LIENERT,141
LINDFORS,446
HARTH,847
SKIBA,2700
MACKSOUD,127
KUCIREK,115
IVANKOVICH,143
BABUL,141
EREMIA,102
DABDOUB,355
SERAFINO,705
SANJAY,148
IDE,2784
HIRATA,1479
TAMAKLOE,164
OEHLERT,460
KUTCHER,1118
DELLAQUILA,711
WILCOXSON,2302
FAVILA,858
ALFECHE,108
CLOTFELTER,497
MELFORD,239
SERLING,115
HUGEBACK,117
DRAFFEN,365
JHAVERI,896
ARDUINO,266
PELE,329
MIGLIN,172
MCHANN,165
KESSE,180
LONGARDNER,154
DREIBELBIS,877
PALADIN,200
QUADIR,201
BASSIGNANI,154
